,X,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,type
1918,33468,"1800 E Ft Lowell Rd, Ste 116",LUs6ltKjOl23WpEpHA3NQA,"Sandwiches, Food, Vietnamese, Restaurants, Vegetarian, Breakfast & Brunch, American (Traditional)",Tucson,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '11:0-21:0'}",0,32.2641843,-110.9449187,Cali Grill,85719,61,3,AZ,Southeast Asia
2063,36113,1888 Marlton Pike E,7oqmT9JUeHToou2vzNPYFA,"Vietnamese, Restaurants",Cherry Hill,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",1,39.90438369,-74.96882357,Pho Viet,8003,61,4.5,NJ,Southeast Asia
2393,42316,917 Woodland St,eF4YPHVUOlsGBRfIH-fOmQ,"Arts & Entertainment, Nightlife, Asian Fusion, Music Venues, Pubs, Breakfast & Brunch, Bars, Gastropubs, Restaurants, Vietnamese, Mexican, Sandwiches",Nashville,"{'Monday': '19:0-2:0', 'Tuesday': '19:0-2:0', 'Wednesday': '19:0-2:0', 'Thursday': '19:0-2:0', 'Friday': '19:0-2:0', 'Saturday': '19:0-2:0', 'Sunday': '19:0-2:0'}",1,36.1756716,-86.7555828,The Basement East,37206,61,4,TN,Southeast Asia
2637,46590,148 N Delaware St,B9Y5q1QVwkLhpdivp5pD2w,"Restaurants, Chinese",Indianapolis,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '11:30-22:0'}",1,39.769553,-86.1545784,China King,46204,61,3,IN,Chinese
2883,50819,300 E Girard Ave,cVw5sRTxzHW6vSWW5dK4xA,"Restaurants, American (New), Filipino",Philadelphia,"{'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0'}",0,39.9695301,-75.1314628,Sarvida,19125,61,4.5,PA,Southeast Asia
2924,51369,9347 Krewstown Rd,8OoLxv91ztELwzfvG26xjA,"Restaurants, Chinese",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",1,40.086753,-75.0444359,Taste Queen Chinese Restaurant,19115,61,3.5,PA,Chinese
318,5396,3700 S Claiborne Ave,nJxeH1phWTAXVltSb5bcbg,"Restaurants, Seafood, Soup, Chinese",New Orleans,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '11:0-22:30'}",1,29.94034103,-90.09860571,China Wall,70125,60,3,LA,Chinese
556,9129,"6410 Charlotte Pike, Ste 106",cP81x13w3Mg5PhoaSXdV8A,"Restaurants, Chinese",Nashville,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,36.14383943,-86.8742601,Hong Kong,37209,60,3.5,TN,Chinese
587,9724,9803 Fall Creek Rd,Yaa51ahTGik2qUkSTe-uIg,"Restaurants, Sushi Bars, Japanese, Soup",Indianapolis,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",1,39.897536,-85.9947605,Tomo Japanese Restaurant,46256,60,4.5,IN,Japanese
684,11510,3841 US Highway 301 S,t13CLI7USJw37t7off4STQ,"Chinese, Restaurants",Riverview,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",1,27.91361439,-82.34979272,China 1,33578,60,3.5,FL,Chinese
749,12624,"4786 Caughlin Pkwy, Ste 303",VrM4A497lwRQql_7kuSLaA,"Thai, Restaurants, Local Flavor",Reno,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30'}",0,39.4830706,-119.8542661,Green Papaya,89519,60,3.5,NV,Southeast Asia
878,14795,5694 Nolensville Pike,jJ4zZY2cZj6VRY5pUL6lIg,"Restaurants, Vietnamese, Cafes, Food, Delis, Bubble Tea, Bakeries, Noodles, Sandwiches",Nashville,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,36.04695337,-86.71043728,Baker Boss Cafe,37211,60,4.5,TN,Southeast Asia
1031,17627,933 Race St,nk67HeBSnvys7foxtiANng,"Barbeque, Chinese, Restaurants, Juice Bars & Smoothies, Food",Philadelphia,"{'Monday': '13:0-2:0', 'Tuesday': '13:0-2:0', 'Wednesday': '13:0-2:0', 'Thursday': '13:0-2:0', 'Friday': '13:0-2:0', 'Saturday': '13:0-2:0', 'Sunday': '13:0-2:0'}",0,39.9555302,-75.1554691,Red King's BBQ,19107,60,3.5,PA,Chinese
1044,17826,2135 St Charles Ave,yID8zq7b4YRcWn5Vcc-MuA,"Restaurants, Vietnamese",New Orleans,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:0'}",1,29.9344953,-90.0805865,Pho Kang,70130,60,4,LA,Southeast Asia
1137,19548,1640 N Kings Hwy,U2MEPZDmvKR6qGcgyD8gVQ,"Chinese, Restaurants, Soup, Seafood, Breakfast & Brunch",Cherry Hill,"{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:30'}",1,39.915418,-75.011768,Ming Garden Chinese Restaurant,8034,60,3.5,NJ,Chinese
1216,20844,4175 66th St N,bjtNYzlHpZeQ07q7XjTDNw,"Restaurants, Chinese",St. Petersburg,"{'Monday': '15:0-0:0', 'Tuesday': '15:0-0:0', 'Thursday': '15:0-0:0', 'Friday': '15:0-0:0', 'Saturday': '13:0-0:30', 'Sunday': '13:0-0:30'}",1,27.8097338,-82.7281997,Lucky Star Chinese,33709,60,3.5,FL,Chinese
1445,24832,"1221 State St, Ste 10",CuRjZOmfnXjefwEpyzmTTw,"Vietnamese, Pizza, Breakfast & Brunch, Restaurants, Gluten-Free",Santa Barbara,"{'Monday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '11:30-20:0'}",1,34.4238017,-119.7052941,4 Eggs & Pizza,93101,60,5,CA,Southeast Asia
1493,25724,1835 N 12th St,AwJRVQ4tmQFWNqQL9pXQgw,"Food Stands, Restaurants, Vietnamese",Philadelphia,"{'Monday': '10:30-18:0', 'Tuesday': '10:30-18:0', 'Wednesday': '10:30-18:0', 'Thursday': '10:30-18:0', 'Friday': '10:30-18:0'}",1,39.9809158,-75.153284,Tai's Vietnamese Food,19122,60,4,PA,Southeast Asia
1831,31786,1228 Cleveland St,hgKHJU7yljTEjhBIdjxwNA,"Restaurants, Sushi Bars, Nightlife, Bars, Sports Bars, Asian Fusion, Thai",Clearwater,"{'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",0,27.96578027,-82.78635744,I Thai Sushi Sport bars,33755,60,4.5,FL,Southeast Asia
1869,32479,38th St and Sansom St,fsqlE7jhO64Q62VDI_uRFQ,"Food Stands, Japanese, Restaurants, Korean",Philadelphia,"{'Monday': '11:0-19:30', 'Tuesday': '11:0-19:30', 'Wednesday': '11:0-19:30', 'Thursday': '11:0-19:30', 'Friday': '11:0-19:30', 'Saturday': '11:0-19:30', 'Sunday': '11:0-19:30'}",0,39.9543996,-75.1986355,KoJa,19195,60,3.5,PA,Japanese
1877,32563,"3620 N 1st Ave, Ste 154",YzZBuoFke7eO-FjZzML2BQ,"Restaurants, Hot Pot, Chinese",Tucson,"{'Monday': '16:30-23:0', 'Tuesday': '16:30-23:0', 'Wednesday': '16:30-23:0', 'Thursday': '16:30-23:0', 'Friday': '16:30-23:0', 'Saturday': '16:30-23:0', 'Sunday': '16:30-23:0'}",1,32.272484,-110.960177,Potwhale,85719,60,4.5,AZ,Chinese
2081,36437,7327 US 31 S,dPI7TrNJDzlt7pJZvQuh-g,"Chinese, Restaurants",Indianapolis,,0,39.65911174,-86.14043203,China Bistro,46227,60,4.5,IN,Chinese
2290,40422,7015 Madison Ave,3K7ZTJTQHPPXTTC7HRNRew,"Restaurants, Chinese",Indianapolis,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",1,39.6643767,-86.1262518,China Garden Restaurant,46227,60,4,IN,Chinese
2457,43481,125 E Bloomingdale Ave,R1dJUADiy7t-8CUFWBdQnQ,"Restaurants, Chinese",Brandon,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,27.8928659,-82.2841386,China One,33511,60,3.5,FL,Chinese
2511,44470,5306 Seminole Blvd,AK2Y_bosFkVZ3Ut-rL1JnQ,"Thai, Asian Fusion, Restaurants, Soup, Salad, Sushi Bars",St. Petersburg,"{'Monday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '16:0-21:30'}",1,27.8204926,-82.7873129,Aroy Thai and Sushi,33708,60,4,FL,Southeast Asia
2827,49758,401 S Dale Mabry Hwy,H0unmI-lJTazbPh-Lt6lBQ,"Bubble Tea, Ramen, Food, Restaurants, Japanese, Coffee & Tea",Tampa,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,27.94105986,-82.50609007,Token Ramen & Kung Fu Tea,33609,60,4,FL,Japanese
565,9351,1390 34th St N,Onoq5bQNvQzHZZDpckx3Uw,"Vietnamese, Restaurants, Soup, Noodles",St. Petersburg,"{'Monday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",1,27.78530936,-82.6801764,Special Pho,33713,59,4.5,FL,Southeast Asia
704,11891,410 Metroplex Dr,3DQ2h_AAIEBNHBsES_UvWQ,"Steakhouses, Restaurants, Teppanyaki, Japanese",Nashville,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:0'}",1,36.08766931,-86.69550108,Mikado Japanese Steak House,37211,59,3.5,TN,Japanese
890,15014,4699 Park Blvd N,M6C78CfvGFvr_phEZgLPxQ,"Restaurants, Vietnamese, Sushi Bars, Asian Fusion, Japanese",Pinellas Park,"{'Monday': '17:0-23:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-22:0'}",0,27.83970071,-82.69759244,BluWave Sushi,33781,59,3.5,FL,Japanese
1202,20646,"1444 S Belcher Rd, Ste B",hV-bABTK-glh5wj31ps_Jw,"Chinese, Restaurants",Clearwater,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",1,27.94369393,-82.74628484,Wok Out Restaurant,33764,59,3.5,FL,Chinese
1349,23367,1703 Portland Ave,8wRT3Bt0LUtXeh1-dqTs0Q,"Restaurants, Juice Bars & Smoothies, Tapas/Small Plates, Bubble Tea, Japanese, Ramen, Food",Nashville,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,36.1326883,-86.7963546,Funtime Ramen & Tea Bar,37212,59,4,TN,Japanese
1447,24916,"6340 Mae Anne Ave, Ste 2",WVGWtmpm7rA2ZauUdd_bpw,"Sushi Bars, Chinese, Food, Beer, Wine & Spirits, Restaurants",Reno,"{'Monday': '15:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '12:0-21:0'}",0,39.52642089,-119.8854699,Peony Chinese Cuisine,89523,59,3,NV,Chinese
1574,26854,15728 N Dale Mabry Hwy,5m6gQ3BwWi8QXcZmD4yulg,"Bubble Tea, Bakeries, Sandwiches, Vietnamese, Restaurants, Food",Tampa,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '10:0-18:0'}",1,28.0960507,-82.5039453,Banh Mi Factory,33618,59,4.5,FL,Southeast Asia
1682,28796,"1613 Walnut St, Ste 2",osqUOYJ1GR833udf6XCSHA,"Steakhouses, Restaurants, Sushi Bars, Japanese",Philadelphia,"{'Monday': '17:0-22:30', 'Tuesday': '17:0-22:30', 'Wednesday': '17:0-22:30', 'Thursday': '17:0-22:30', 'Friday': '17:0-22:30', 'Saturday': '15:0-22:30', 'Sunday': '12:0-22:30'}",0,39.9499339,-75.1681041,Tokyo Hibachi Steakhouse & Sushi Bar,19103,59,3,PA,Japanese
2007,35063,5252 E 82nd St,CUg4cM0WRAVlSBkLLtwqkg,"Japanese, Restaurants, Sushi Bars",Indianapolis,,0,39.905456,-86.080484,Sushi On the Rocks,46250,59,2.5,IN,Japanese
2111,37048,6304 E Broadway Blvd,UJUraEuWH601zrr498rf-Q,"Vietnamese, Restaurants",Tucson,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",0,32.25120022,-110.8376197,Ha Long Bay,85710,59,4,AZ,Southeast Asia
49,741,9250 W 10th St,d-37SrSuOew0uqwuOM_w7w,"Thai, Restaurants",Indianapolis,"{'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:30-21:0'}",0,39.77881,-86.325932,Thai Fusion,46234,58,4,IN,Southeast Asia
191,3244,"3120 Cleary Ave, Ste A",buJQ6k-bLrycLwbB5Xp5YQ,"Restaurants, Chinese",Metairie,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:30-21:0'}",0,30.0021853,-90.1726033,JH Cafe,70002,58,4.5,LA,Chinese
277,4759,4366 Park Blvd N,pU4ivmbcQlWXZJf_Db3xYw,"Thai, Noodles, Laotian, Restaurants",Pinellas Park,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,27.83884667,-82.69317777,Sap Sap Lao Cafe,33781,58,4.5,FL,Southeast Asia
497,8165,1087 Broad Ripple Ave,8dZc9P_PZJQHELeB3Bf-AA,"Chinese, Restaurants",Indianapolis,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-22:0'}",1,39.8688419,-86.1395169,Side Wok Cafe,46220,58,3.5,IN,Chinese
732,12290,19 E 38th St,qGdSGOGjamRTJXg0-QisBw,"Restaurants, Chinese, Seafood",Indianapolis,"{'Monday': '10:45-22:15', 'Tuesday': '10:45-22:15', 'Wednesday': '10:45-22:15', 'Thursday': '10:45-22:15', 'Friday': '10:45-22:45', 'Saturday': '10:45-22:45', 'Sunday': '11:45-21:45'}",1,39.824582,-86.156125,China King II,46205,58,3.5,IN,Chinese
808,13706,4113 Magazine St,xZKhj_0PWf9F0ubRyFG5og,"Thai, Pop-Up Restaurants, Food Court, Restaurants",New Orleans,"{'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0'}",0,29.921157,-90.098428,Long Chim Nola,70115,58,4.5,LA,Southeast Asia
899,15165,733 N New Ballas Rd,m23YTgIVALszrdDu8BPm-g,"Restaurants, Chinese",St. Louis,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '15:0-21:30', 'Sunday': '15:0-21:30'}",1,38.6692409,-90.4440808,Zang Chi,63141,58,3,MO,Chinese
1654,28364,1824 South St,cqzAz9oBzPNvJccZ2MNmbA,"Restaurants, Japanese",Philadelphia,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",0,39.944303,-75.172771,Kidari Sushi Yatai,19146,58,4,PA,Japanese
2013,35167,209 Green Ln,BnwPx4GPOfxXZk2G-6oDwQ,"Chinese, Restaurants",Philadelphia,"{'Monday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",1,40.0292874,-75.2234981,China Wok,19127,58,4,PA,Chinese
2042,35625,2300 Elliston Pl,y5OovQyNsJ77O0AR2XPIww,"Sushi Bars, Restaurants, Nightlife, Japanese, Bars",Nashville,"{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:30', 'Saturday': '16:30-22:30', 'Sunday': '16:30-21:0'}",1,36.1501104,-86.8057335,I Love Sushi Nashville,37203,58,4,TN,Japanese
2530,44756,"4685 Trousdale Dr, Ste B",sk421Epi6awFkgsXRfjVUQ,"Asian Fusion, Chinese, Restaurants",Nashville,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '12:0-22:0'}",0,36.08197826,-86.75890168,Bei Jing Chinese Restaurant,37204,58,3.5,TN,Chinese
2562,45392,1913 S10th St,_xp9OJa-ObEMFrsLvjNWAg,"Restaurants, Specialty Food, Ramen, Japanese, Sushi Bars, Food, Ethnic Food",Philadelphia,"{'Monday': '16:0-1:0', 'Tuesday': '16:0-1:0', 'Wednesday': '16:0-1:0', 'Thursday': '16:0-1:0', 'Friday': '16:0-1:0', 'Saturday': '16:0-1:0', 'Sunday': '16:0-1:0'}",0,39.92562182,-75.16238348,Nigiyaka Na,19148,58,3.5,PA,Japanese
2704,47792,7610 49th St N,7AwUlf9kw5gwSkrWyDX1zQ,"Restaurants, Buffets, Soup, Chinese, Seafood",Pinellas Park,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",1,27.841036,-82.701424,Hibachi Buffet,33781,58,2.5,FL,Chinese
2863,50254,"432 Poinsettia Ave, Ste 2",jsy2hmqOu0fJ00wsY94Dlg,"Restaurants, Chinese",Clearwater,"{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:30'}",0,27.9796955,-82.8266351,Tan's Chinese Restaurant,33767,58,3,FL,Chinese
2888,50860,"2975 El Rancho Dr, Ste B115",MghG5uCGyoo827hSH8VK5w,"Thai, Restaurants, Bubble Tea, Food",Sparks,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-20:0', 'Saturday': '16:30-20:0', 'Sunday': '16:30-20:0'}",1,39.55799537,-119.7800883,Yu De Thai Restaurant,89431,58,4.5,NV,Southeast Asia
256,4505,8550 Pontchartrain Blvd,Yp8gbMuCXIWJWoRvkOJcGA,"Restaurants, Sushi Bars, Japanese",New Orleans,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0'}",0,30.0213754,-90.1147367,Wasabi Sushi & Asian Grill,70124,57,3.5,LA,Japanese
1195,20515,"1550 N Mcmullen Booth Rd, Ste F4",ksqhVcNkVRG6vKocF1MObQ,"Restaurants, Sushi Bars, Buffets, Japanese",Clearwater,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:30'}",0,27.9814518,-82.7111416,Volcano Japanese Cuisine,33759,57,4,FL,Japanese
1434,24733,9926 Pendleton Pike,H4W4B1R_BLTOELn53jhzJw,"Restaurants, Chinese",Indianapolis,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",1,39.8534765,-85.9926208,Wok'N Roll,46236,57,4,IN,Chinese
1529,26124,235 S Meridian St,dhhq9NKmFAk7BxR6nuTfvQ,"Restaurants, Sushi Bars, Japanese",Indianapolis,"{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '16:30-23:0'}",0,39.7633514,-86.1580764,Sushi on the Rocks,46225,57,3,IN,Japanese
1754,30267,"3838 W Neptune St, Unit D-2",GjilNGIevQMrunyChZZ-XA,"Restaurants, Thai",Tampa,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",0,27.9298984,-82.5076388,Justhai,33629,57,3.5,FL,Southeast Asia
2302,40545,8810 S Emerson Ave,eSM8XcC1rwY6D_xW-EZ2fg,"Restaurants, Buffets, Japanese, Asian Fusion",Indianapolis,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-22:0'}",0,39.6391305,-86.0840988,Tokyo Buffet,46237,57,3,IN,Japanese
2601,46000,2601 E Speedway Blvd,wNvmhrTBmGimVHVZwKrmLw,"Hot Pot, Asian Fusion, Seafood, Chinese, Restaurants",Tucson,"{'Monday': '0:0-0:0', 'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}",1,32.236404,-110.9336425,Fish Wok,85716,57,3.5,AZ,Chinese
2851,50046,5520 Whitaker Ave,0h4Oo6W8mG4HEYQzZRkoOA,"Bubble Tea, Desserts, Food, Juice Bars & Smoothies, Coffee & Tea, Vietnamese, Restaurants",Philadelphia,,1,40.03489005,-75.10033714,BAMBU,19124,57,3.5,PA,Southeast Asia
2852,50055,679 N Broad St,_7V_3b2dSSVIXqVMJwGmoQ,"Chinese, Restaurants",Philadelphia,"{'Monday': '17:0-1:0', 'Tuesday': '11:0-23:45', 'Wednesday': '11:0-23:45', 'Thursday': '11:0-23:45', 'Friday': '11:15-23:45', 'Saturday': '12:15-23:45', 'Sunday': '14:0-23:45'}",1,39.9658337,-75.160398,Golden Cuisine,19123,57,3,PA,Chinese
2955,51916,"111 S Independence Mall E, Ste 16A",uM3OgGrIMv26Mye7iWjY9g,"Fast Food, Filipino, Restaurants, Comfort Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Thursday': '11:0-16:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-16:0'}",0,39.94977037,-75.14827688,LALO,19106,57,4,PA,Southeast Asia
434,7284,5544 Telegraph Rd,th_JTAz4rk5vaqJKB3QGfw,"Asian Fusion, Restaurants, Japanese, Korean, Chicken Wings",St. Louis,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",1,38.4708313,-90.303773,Shaking Bowl,63129,56,5,MO,Japanese
1374,23833,1554 Mirabeau Ave,8xNg18Pwa-_YydDF7gkUhw,"Chinese, Restaurants",New Orleans,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-22:0'}",1,30.0069768,-90.0760089,Great Wok,70122,56,3.5,LA,Chinese
1677,28704,3 W Girard Ave,zuEdIZKAYBDfPjyFg6B34Q,"Chinese, Restaurants",Philadelphia,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '12:0-22:30'}",1,39.96896976,-75.13462913,Mandarin House,19123,56,3.5,PA,Chinese
1955,34152,3168 Saint Claude Ave,_9NKC0LTGR8RSRTSdcwyvw,"Restaurants, Chicken Wings, Sandwiches, Seafood, Fast Food, Chinese, Cajun/Creole",New Orleans,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-20:0'}",1,29.967048,-90.0426806,Capt. Sal's Seafood & Chicken,70117,56,4,LA,Chinese
