,address,business_id,categories,city,hours,latitude,longitude,name,postal_code,review_count,stars,state,OutdoorSeating,BusinessAcceptsCreditCards,RestaurantsPriceRange2,RestaurantsTakeOut,WiFi,ParkingAvailability
464,1006 Arch St,3yW8-dUi1wwCEf0URxUA7A,"Restaurants, Taiwanese, Bubble Tea, Juice Bars & Smoothies, Food, Coffee & Tea",Philadelphia,"{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}",39.95349,-75.156748,Kung Fu Tea,19107,314.0,3.5,PA,0,1,1,1,free,1.0
465,3218 Market St,-ilTnXu41RrxQITuolQhmQ,"Coffee & Tea, Breakfast & Brunch, Restaurants, Sandwiches, Food",Philadelphia,"{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}",39.9552445,-75.188658,Starbucks,19104,10.0,2.0,PA,1,1,2,1,no,1.0
466,1100 Chestnut St,V_jy9Aemc3kjznqhbsu_Dg,"Coffee & Tea, Food, American (New), Arts & Entertainment, Nightlife, Music Venues, Restaurants, Bars",Philadelphia,"{'Monday': '7:0-2:0', 'Tuesday': '7:0-2:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",39.950125,-75.1587931,MilkBoy,19107,383.0,3.5,PA,1,1,2,1,no,1.0
467,7500 City Ave,xg2BYY0tswiEDz2HvTRq2w,"Food, Burgers, Coffee & Tea, Restaurants, Fast Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9800469722,-75.2686112683,McDonald's,19151,25.0,1.0,PA,,1,1,1,free,
468,1001 Market St,t2vxEpIP8ntB4OBHrNAcVw,"Coffee & Tea, Event Planning & Services, Bakeries, Caterers, Food, Restaurants, Desserts, Patisserie/Cake Shop, Cupcakes",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-18:0'}",39.952841,-75.157056,Tiffany's Bakery,19107,110.0,3.5,PA,,1,2,1,,1.0
469,2600 Grant Ave,tyFuhfn1BDGHWpmwpkwBAQ,"Coffee & Tea, Gas Stations, Food, Automotive, Restaurants, Convenience Stores, Sandwiches",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.077368,-75.023674,Wawa,19114,9.0,5.0,PA,,1,1,1,,1.0
470,132 N 10th St,tMtI6ECD6hwM-nFp2kXLKQ,"Juice Bars & Smoothies, Bubble Tea, Food, Coffee & Tea",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",39.954605,-75.156209,Tea Do,19107,835.0,4.0,PA,0,1,2,1,free,1.0
471,6540 Lebanon Ave,XSAAxFlV5XQq3m3a91R4vg,"Restaurants, Food, Donuts, Custom Cakes, Bakeries, Coffee & Tea",Philadelphia,"{'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '8:0-15:0'}",39.9772005,-75.2512904,Orlando's Bakery,19151,18.0,4.0,PA,,1,1,1,,1.0
472,834 Chestnut St,uWJx0gRuynGEjgRtxUu-dw,"Cafes, Coffee Roasteries, Food, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0'}",39.9496785559,-75.1548227944,Passero's Coffee Roasters,19107,57.0,4.5,PA,1,1,1,1,free,1.0
473,1042 Pine St,dX8dnwxVTpUvHXHlOXjgcw,"Food, Coffee & Tea, Specialty Food, Herbs & Spices",Philadelphia,"{'Monday': '11:30-20:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-20:0'}",39.9447177,-75.1596677,Melange Tea & Spice,19107,31.0,5.0,PA,0,1,1,0,no,1.0
474,3675 Market St,Krtxh1w4-vgZikis6LkAMQ,"Food, Coffee & Tea, Coffee Roasteries",Philadelphia,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}",39.9566794,-75.1951199,Elixr Coffee,19104,16.0,4.5,PA,,,2,1,free,0.0
475,901 S St,1JGfNy-SMPQK86PNWPjJvA,"Coffee & Tea, Convenience Stores, Sandwiches, Restaurants, Food",Philadelphia,"{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",39.9427160282,-75.1572520117,Wawa,19147,6.0,4.0,PA,,,,1,free,
476,1 S Penn Sq,iErS6C2sUShAQs4F7qa-1A,"Coffee & Tea, Food",Philadelphia,,39.951347,-75.1629446,Academia del Caffe,19107,6.0,4.0,PA,0,1,2,,,
477,"1835 Arch St, Space B",Iy5NjdEmvreKhE43k5nV1g,"Coffee & Tea, Convenience Stores, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9556688,-75.1708177,7-Eleven,19103,5.0,2.0,PA,,1,1,1,,0.0
478,2955 Market St,bgHVKRpZ6xotlAuw9VSLZQ,"Bakeries, Restaurants, Coffee & Tea, Food, Sandwiches, Breakfast & Brunch",Philadelphia,"{'Monday': '7:30-15:30', 'Tuesday': '7:30-15:30', 'Wednesday': '7:30-15:30', 'Thursday': '7:30-15:30', 'Friday': '7:30-15:30'}",39.955651,-75.182149,Pret A Manger,19104,34.0,4.0,PA,,1,,1,free,0.0
479,518-520 South 2nd St,pNf55jk_wLt8KO6yuz70MA,"Food, Sandwiches, Restaurants, Convenience Stores, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.941882,-75.1457641,Wawa,19147,39.0,4.0,PA,,1,1,1,,1.0
480,20 S 33rd St,IZl9xDTwW462FKkwEg7EDQ,"Restaurants, American (New), Bars, Breakfast & Brunch, Coffee & Tea, Food, Cocktail Bars, Nightlife",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '7:0-14:0'}",39.9544058,-75.1900591,CO-OP Restaurant & Lounge,19104,128.0,3.5,PA,1,1,2,1,free,1.0
481,2526 Kensington Ave,wxO1S4NuUTX7M2BfSvkRhQ,"Food, Coffee & Tea, Sandwiches, Restaurants, Vietnamese, Juice Bars & Smoothies, Vegetarian",Philadelphia,,39.9883529,-75.128797,Tri Ky Quan - Vietnamese Restaurant,19125,6.0,5.0,PA,0,0,1,1,no,1.0
482,631 N 3rd St,02qFLwwFi8T804rHcYh7Zw,"Food, Coffee & Tea",Philadelphia,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",39.9620702366,-75.1429857686,Higher Grounds,19123,159.0,4.0,PA,0,1,1,1,free,1.0
483,405 S 45th St,QTjtz-bfm8Yrrv6t0PP0FQ,"Coffee & Tea, Bagels, Food, Restaurants, Sandwiches, Bakeries",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",39.9514434,-75.2123412,Knockbox Cafe,19104,115.0,4.0,PA,1,1,1,1,free,1.0
484,1201 Market St,29ThPh6IA69V-SfcwfV9Dg,"Restaurants, Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '5:30-20:0', 'Sunday': '5:30-20:0'}",39.952227,-75.160863,Starbucks,19107,48.0,3.0,PA,0,1,1,1,free,1.0
485,5051 Wissahickon Ave,mO_QmDdeC3mXzd1EVvL-JQ,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-21:0'}",40.0199234,-75.1744427,Dunkin',19144,7.0,2.5,PA,0,1,1,1,free,0.0
486,222 W Rittenhouse Sq,pYyShHmDznH4b67OTuMmWA,"Coffee & Tea, Food, Sandwiches, Restaurants, American (Traditional)",Philadelphia,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-19:0'}",39.949176,-75.1734765,Tuscany Cafe,19103,27.0,3.0,PA,0,,1,,,
487,208 W Washington Square,EreYgrQPuR7Sk_FKeZZg9g,"American (Traditional), Food, Bakeries, Specialty Food, Restaurants, Bars, Ethnic Food, Cafes, Beer Bar, Coffee & Tea, American (New), Nightlife",Philadelphia,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}",39.9472825,-75.1536278,Talula's Daily,19106,368.0,4.5,PA,1,1,2,1,free,1.0
488,110 N 16th St,6pT7TIyrhpeo-LjTlIZBDA,"Caterers, Restaurants, Food, Breakfast & Brunch, Ice Cream & Frozen Yogurt, American (New), Cocktail Bars, Nightlife, Event Planning & Services, Coffee & Tea, Beer, Wine & Spirits, Bars",Philadelphia,"{'Monday': '8:0-15:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-22:0', 'Thursday': '7:0-17:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}",39.9554292,-75.1664549,Capriccio Cafe and Bar,19102,121.0,3.5,PA,1,1,1,1,free,1.0
489,1619 Frankford Ave,3UBG2rwjgP-6ifTAuKl3Gg,"Sandwiches, Flowers & Gifts, Coffee & Tea, Restaurants, Food, Gift Shops, Shopping",Philadelphia,"{'Monday': '8:0-14:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",39.9744402,-75.132947,Steap and Grind,19125,138.0,4.0,PA,1,1,1,1,free,1.0
490,8902 Frankford Ave,Z4vlztrocJo9WWcL5TFeBA,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0509816,-75.0101204,Dunkin',19136,7.0,3.0,PA,0,1,1,1,free,
491,1720 Sansom St,0xIhMfCFH94RXTFGx_Mhtw,"Bars, Soup, Restaurants, Cocktail Bars, Chinese, Coffee & Tea, Asian Fusion, Food, Nightlife",Philadelphia,"{'Monday': '14:0-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '12:0-22:0', 'Sunday': '16:0-21:0'}",39.9506686,-75.1696549,SUGA,19103,166.0,3.5,PA,1,1,2,1,free,1.0
492,7913-29 Oxford Ave,35yoH8b__Uv8_QJxCAawLA,"Sandwiches, Coffee & Tea, Food, Restaurants, Convenience Stores",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0748203,-75.0843789,Wawa,19111,16.0,2.5,PA,,1,1,1,free,1.0
493,221 W Hunting Park Ave,68KD674p59qJj4DX6NuTzQ,"Food, Coffee & Tea, Donuts",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0146654,-75.130412,Dunkin',19140,6.0,1.0,PA,,,1,1,free,
494,1034-38 Washington Ave,ftCK0qmDE3yj8TT0RQh5rA,"Coffee & Tea, Food, Convenience Stores",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9367631433,-75.1611158252,7-Eleven,19147,11.0,3.0,PA,,1,1,1,,1.0
495,1632 Walnut St,jFm2I2vALvWz07_AWKQLlA,"Food, Bookstores, Books, Mags, Music & Video, Shopping, Coffee & Tea",Philadelphia,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '10:0-18:0'}",39.94980301,-75.1686595265,Shakespeare & Co,19103,71.0,4.0,PA,0,1,2,1,free,1.0
496,6608 Frankford Ave,C73iFAmwEntIONkbd5fOuA,"Food, Coffee & Tea, Restaurants, Donuts",Philadelphia,"{'Monday': '4:30-22:0', 'Tuesday': '4:30-22:0', 'Wednesday': '4:30-22:0', 'Thursday': '4:30-22:0', 'Friday': '4:30-23:0', 'Saturday': '4:30-23:0', 'Sunday': '4:30-22:0'}",40.0311843,-75.0547035,Dunkin',19135,8.0,3.5,PA,0,1,1,1,free,1.0
497,1401 S 10th St,X2JkEvWPO7_dEPHne7qJKg,"Coffee & Tea, Donuts, Food, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9317232,-75.1607954,Dunkin',19147,23.0,2.5,PA,0,1,1,1,free,1.0
498,1315 Walnut St,KZIuyooXzm7Y0x78YO7n8Q,"Desserts, Coffee & Tea, Food, Restaurants, Sandwiches, Bakeries, Belgian",Philadelphia,,39.9491826,-75.162953,Bonte Wafflerie & Cafe,19107,8.0,3.5,PA,1,1,1,1,free,0.0
499,"2955 Market St, Ste 103",VPb3USr9Nm7JjtmsHPRo7g,"Soup, Salad, Restaurants, Coffee & Tea, Sandwiches, Food",Philadelphia,"{'Monday': '5:30-20:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",39.9557501,-75.1819889,Old Nelson Food Company,19104,13.0,3.5,PA,1,1,2,1,free,0.0
500,1811 John F Kennedy Blvd,RlKxbcxLSUqjqL4tv4mOKg,"Coffee & Tea, Food, Coffee Roasteries",Philadelphia,{'Monday': '7:0-16:0'},39.9544095198,-75.1702470705,Square One Coffee,19103,25.0,4.5,PA,1,1,1,1,free,1.0
501,2951 Market St,dF1064EcYXPcJ1ENvLN83w,"Coffee & Tea, Bagels, Food",Philadelphia,"{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0'}",39.955466,-75.181911,Saxbys,19104,49.0,3.5,PA,0,1,2,1,no,1.0
502,230 Market St,U2y7fsqDgxAXskoJNVxbwg,"Sandwiches, Coffee & Tea, Restaurants, Ice Cream & Frozen Yogurt, Food, Desserts",Philadelphia,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-22:0'}",39.9499567,-75.1449039,Happily Ever After,19106,358.0,4.0,PA,1,1,1,0,free,1.0
503,1609 S St,8ZhC29t_mepcAQ4OlN15NQ,"Vegan, Restaurants, Food, Coffee & Tea, Breakfast & Brunch, Sandwiches, Salad",Philadelphia,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",39.9442178866,-75.1691865921,Pure Fare,19146,22.0,2.5,PA,0,1,2,1,,0.0
504,643 South St,SJ3JA9EwBmQeQJXxC8T0vw,"Coffee & Tea, Food, Poke, Restaurants, Bubble Tea, Sushi Bars, Fast Food",Philadelphia,"{'Tuesday': '12:30-21:30', 'Wednesday': '12:30-21:30', 'Thursday': '12:30-21:30', 'Friday': '12:30-23:0', 'Saturday': '12:30-23:0', 'Sunday': '12:30-23:0'}",39.942317,-75.153707,Tea Bowl Shop,19147,10.0,4.0,PA,,1,,0,free,0.0
505,1730 Snyder St,I4cEvMuHycbWp34Ayh57DQ,"Bakeries, Food, Coffee & Tea, Desserts",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '5:0-17:0', 'Wednesday': '5:0-17:0', 'Thursday': '5:0-17:0', 'Friday': '5:0-17:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-17:0'}",39.924954,-75.175654,Jc Bake Shop,19145,7.0,4.0,PA,0,1,1,,free,1.0
506,5020 City Line Ave,D8NEBGvh1DVHbyEs2cWVAQ,"Fast Food, Coffee & Tea, Burgers, Restaurants, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.999385686,-75.229440406,McDonald's,19131,57.0,1.5,PA,,1,1,1,free,
507,1822 Spring Garden St,zyMkbavgHASQtqVwaock9A,"Caterers, Internet Cafes, Event Planning & Services, Food, Sandwiches, Coffee & Tea, Delis, Restaurants",Philadelphia,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-15:0'}",39.962976,-75.169315,3 J's Cafe,19130,21.0,4.0,PA,1,1,1,1,free,1.0
508,1075 Germantown Ave,QqOKPUl7aNiW4IN_Ij2mBg,"Food, Coffee & Tea",Philadelphia,,39.967345,-75.139348,Café Bustelo,19123,9.0,4.0,PA,,1,,0,,0.0
509,1500 South St,oXr3EhnQCqA8SNWIZ3H4Fg,"Breakfast & Brunch, Cafes, Coffee & Tea, Food, Restaurants",Philadelphia,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",39.9437411,-75.1673474,Little Spoon Cafe,19146,358.0,4.0,PA,1,1,2,1,free,1.0
510,3200 Chestnut St,VM4QU1KR0dmW2IFTkmFTIw,"Coffee Roasteries, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",39.953671,-75.1884001,Joe Coffee Company,19104,81.0,4.0,PA,1,1,1,1,free,1.0
511,932 E Passyunk,pdXEjhNzy5YERGk_wBA9Lw,"Restaurants, Vegetarian, Cafes, Vegan, Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '10:0-16:0'}",39.9372308477,-75.1548003,Avenue Cup Cafe,19147,21.0,4.0,PA,1,1,2,1,free,1.0
512,2001 Fitzwater St,0tamJjc_EA4uLJOhb9dtgw,"Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",39.94319,-75.175515,Beauty Shop Cafe,19146,48.0,4.0,PA,1,1,1,,free,1.0
513,3222-48 Richmond St At Allegh,AAYzFH0HjSUNL2nLScutxQ,"Food, Coffee & Tea, Automotive, Restaurants, Convenience Stores, Sandwiches, Gas Stations",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9837179,-75.1007545,Wawa,19134,14.0,2.0,PA,0,1,1,1,free,1.0
514,1345 W Olney Ave,DDFnIMsUjCHVOE72y86TfQ,"Food, Donuts, Coffee & Tea",Philadelphia,"{'Monday': '4:0-20:0', 'Tuesday': '4:0-20:0', 'Wednesday': '4:0-20:0', 'Thursday': '4:0-20:0', 'Friday': '4:0-20:0', 'Saturday': '4:0-20:0', 'Sunday': '4:0-20:0'}",40.039074,-75.1441337,Dunkin',19141,6.0,1.5,PA,,,1,1,,
515,1511 Pine St,pFR6-Py-CyIDiXyJer2aqQ,"Coffee Roasteries, Coffee & Tea, Food",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-13:0', 'Sunday': '8:0-17:0'}",39.9459299844,-75.1672374269,Suprema Coffee Roastery,19102,22.0,4.0,PA,,1,,1,,
516,2012 N Broad St,1MbwLxXrQk7H1FOidg8hoA,"Soup, Thai, Asian Fusion, Coffee & Tea, Vietnamese, Bubble Tea, Restaurants, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",39.983751,-75.157055,Yummy Pho,19121,72.0,4.5,PA,1,1,1,1,free,1.0
517,65 N 34th St,PCmoZ6i5fXLKti6SmykDNg,"Juice Bars & Smoothies, Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",39.9574168,-75.1907202,Saxbys,19104,34.0,3.5,PA,1,1,1,1,free,0.0
518,1140 S 9th St,Jg9kkOl4sx2AXJVohbpSiw,"Barbeque, Coffee & Tea, Mexican, Cannabis Clinics, Event Planning & Services, Personal Chefs, Restaurants, Juice Bars & Smoothies, Food, Health & Medical",Philadelphia,"{'Saturday': '5:0-15:0', 'Sunday': '5:0-15:0'}",39.935354,-75.158801,South Philly Barbacoa,19147,593.0,4.5,PA,1,0,2,1,no,1.0
519,12375 Academy Rd,bWJZiwXPWgtlmDDyt-YCEw,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '4:30-22:0', 'Tuesday': '4:30-22:0', 'Wednesday': '4:30-22:0', 'Thursday': '4:30-22:0', 'Friday': '4:30-22:0', 'Saturday': '4:30-22:0', 'Sunday': '5:0-22:0'}",40.0964613259,-74.975008,Dunkin',19154,8.0,3.0,PA,0,1,1,1,free,0.0
520,1650 Arch St,_evTKuGvzfQJzDlnf6FMdQ,"Coffee & Tea, Food",Philadelphia,"{'Monday': '8:0-14:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0'}",39.9546817,-75.1677625,Green Line Cafe,19103,20.0,4.0,PA,0,1,1,1,free,0.0
521,127 N 10th St,_XM7-X5Lc-e_T1S71ri-GA,"Food, Bakeries, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '6:30-16:0', 'Sunday': '6:30-16:0'}",39.9542944,-75.155929,Zhong Gang Bakery,19107,54.0,3.5,PA,0,0,1,1,free,1.0
522,"224 South Broad Street, Floor 8",LiHdRXlcj0GDm_e97oiwKw,"Sandwiches, Breakfast & Brunch, Food, Gluten-Free, Restaurants, American (New), Street Vendors, Soup, Coffee & Tea",Philadelphia,"{'Monday': '7:30-20:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-20:0', 'Saturday': '7:30-18:0', 'Sunday': '7:30-18:0'}",39.9486228,-75.1647623,Pure Fare,19102,225.0,3.5,PA,1,1,2,1,free,1.0
523,1140 Shackamaxon St,54q7tvEh92SREvpgSSBSnw,"Sandwiches, Restaurants, Coffee & Tea, Food, Vegetarian",Philadelphia,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0'}",39.9687745,-75.13376,Palmera  Coffee,19125,10.0,4.5,PA,1,1,2,1,free,1.0
524,436 E Girard Ave,YxQUHb9b4mREta5_Q012iA,"Cideries, Cocktail Bars, Nightlife, Food, Coffee & Tea, Bars",Philadelphia,"{'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '13:0-19:0'}",39.9706454592,-75.1293183441,Kurant Brew & Brew,19125,25.0,4.0,PA,1,1,1,0,free,1.0
525,511 S 52nd St,wSuEwNNOTSH8LJcH1PJAYg,"Bakeries, Vegan, Coffee & Tea, Food, Cafes, Restaurants",Philadelphia,"{'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}",39.9515981,-75.2263812,Mina's World,19143,19.0,4.5,PA,0,1,1,1,free,1.0
