,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BusinessParking,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,ByAppointmentOnly,WiFi,Alcohol,Caters,RestaurantsGoodForGroups,Ambience,GoodForKids,RestaurantsReservations,NoiseLevel,RestaurantsAttire,HasTV,GoodForMeal,RestaurantsTableService,WheelchairAccessible,BYOB,DriveThru,HappyHour,DogsAllowed,BusinessAcceptsBitcoin,Corkage,BYOBCorkage,Smoking,Music,GoodForDancing,CoatCheck,AcceptsInsurance,AgesAllowed,BestNights,DietaryRestrictions
692,1551 Washington Ave,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'DriveThru': 'None', 'RestaurantsDelivery': 'True'}",JdiS_2HdAMtBprXgX0zkqg,"Food, Donuts, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,39.938628,-75.169742,Dunkin',19146,16.0,2.0,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,1,True,,'free',,False,,,,,,,,,,,,None,,,,,,,,,,,,,
693,1818 Market St,"{'WiFi': ""u'free'""}",nOEuF2LUxnHSqjLLbg8VKQ,"Coffee & Tea, Food",Philadelphia,"{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0'}",1.0,39.9529493,-75.1710235,Saxbys,19103,6.0,3.5,PA,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1601 S Columbus Blvd,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'Ambience': 'None', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'HasTV': 'True'}",CR_hm3-T9HEGGWTElXErRw,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '7:0-23:0'}",1.0,39.924036,-75.142563,McDonald's,19148,19.0,1.5,PA,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,True,,'free',,False,True,None,True,False,,u'casual',True,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,True,,,,,,,,,,,,,
695,3200 Chestnut St,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'very_loud'"", 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'False', 'RestaurantsPriceRange2': '2'}",R9VYqhQeGtHpaadx4eK3_A,"Cafes, Food, Sandwiches, Vegetarian, Juice Bars & Smoothies, Specialty Food, Coffee & Tea, Health Markets, Restaurants",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1.0,39.953629286,-75.1880672411,Fuel,19104,62.0,3.0,PA,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,2,True,,u'free',u'none',True,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,False,u'very_loud',u'casual',False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,,,,,,,,,,,,,,,
696,3200 Chestnut St,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}",rKHK9NryBZ0BKS7PnHsZdw,"Bubble Tea, Specialty Food, Juice Bars & Smoothies, Food, Coffee & Tea",Philadelphia,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",1.0,39.9536510916,-75.1883245315,Boba King,19104,28.0,3.5,PA,True,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,10050 Roosevelt Blvd,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'DriveThru': 'None', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True'}",SmoEzF8pka2rCG_HgE21zw,"Donuts, Food, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '5:0-19:0', 'Tuesday': '5:0-19:0', 'Wednesday': '5:0-19:0', 'Thursday': '5:0-19:0', 'Friday': '5:0-19:0', 'Saturday': '6:0-18:0', 'Sunday': '6:0-18:0'}",1.0,40.095777,-75.0152496,Dunkin',19116,5.0,2.5,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,1,True,,'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
698,11725 Bustleton Ave,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'DriveThru': 'None', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}",olqTsVDufyeaqXx585Uv2Q,"Coffee & Tea, Donuts, Food, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,40.1192596,-75.0149301,Dunkin',19116,15.0,2.5,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
699,6506 Frankford Ave,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}",sNsTaKQVajoHTltd_HK-_Q,"Food, Restaurants, Coffee & Tea, Sandwiches, Convenience Stores",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,40.030023,-75.0562,Wawa,19101,13.0,3.5,PA,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,1,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
700,713 N 4th St,"{'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}",MG5FKykJ8gvvZlgv3Xhe0w,"Desserts, Antiques, Tea Rooms, Coffee & Tea, Shopping, Food",Philadelphia,"{'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}",1.0,39.9631199,-75.1443796,The Random Tea Room & Curiosity Shop,19123,161.0,4.5,PA,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,False,'free',,False,,,,,,,,,,,,,,,,,,,,,,,,,
701,7901 Oxford Ave,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'False', 'WiFi': ""'free'"", 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""'none'""}",M5HQyQXVOuwT9lSMChKVdg,"Coffee & Tea, Food, Burgers, Fast Food, American (Traditional), Restaurants",Philadelphia,"{'Monday': '5:30-0:0', 'Tuesday': '5:30-0:0', 'Wednesday': '5:30-0:0', 'Thursday': '5:30-4:0', 'Friday': '0:0-0:0', 'Saturday': '4:0-1:0', 'Sunday': '5:30-0:0'}",1.0,40.0740661358,-75.0843798264,McDonald's,19111,14.0,2.0,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,1,True,,'free','none',,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,False,,'casual',True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,,True,,,,,,,,,,,,,
702,2340 S Hemberger St,"{'GoodForKids': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}""}",dlFdjPUJI1eqRs8WVPE3QA,"Diners, Hot Dogs, Breakfast & Brunch, Comfort Food, Coffee & Tea, Food, American (Traditional), Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Sunday': '11:0-16:0'}",0.0,39.9228331933,-75.1846716553,Grubhouse,19145,118.0,4.0,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',u'none',True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,'average',u'casual',True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,,,,,,,,,,,,,,,,
703,217 W George St,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'BYOBCorkage': ""u'yes_free'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsTableService': 'False'}",9w6o_eyKCSNKgMtAuv6KWg,"Restaurants, Patisserie/Cake Shop, Cafes, Breakfast & Brunch, Coffee & Tea, Food, American (Traditional)",Philadelphia,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",1.0,39.9677290083,-75.1406717064,One Shot Coffee,19123,498.0,4.0,PA,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,,u'free',u'none',True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,False,u'average',u'casual',False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}",False,,,,,,,,u'yes_free',,,,,,,,
704,1845 Walnut St,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1'}",f-qlRLsQ2vPATmlLTgLHbQ,"Coffee & Tea, Coffee Roasteries, Food",Philadelphia,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '8:0-20:0'}",0.0,39.9506933,-75.1715016,Joe Coffee Company,19103,188.0,4.0,PA,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',,False,,,,,,,,,,,,,,,,,,,,,,,,,
705,2310 N Broad St,"{'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTableService': 'True', 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'GoodForDancing': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2'}",Ue4AxfCmx6RgFxsr2AqjJA,"Middle Eastern, Food, Restaurants, Falafel, Coffee & Tea, Nightlife, American (Traditional), Bars, Desserts, Hookah Bars, Halal, Mediterranean",Philadelphia,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-23:30', 'Saturday': '7:0-23:30', 'Sunday': '8:0-21:0'}",1.0,39.988268,-75.1561849,Tribe Cafe,19132,21.0,3.0,PA,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,2,True,,u'free','none',True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'average','casual',True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,,,,,False,,,,,False,,,,,
706,323 Arch St,,-mc0GB26tKLQhxKpuR3xUw,"Restaurants, Food, Coffee & Tea, Juice Bars & Smoothies, Sandwiches, Cafes, Vietnamese",Philadelphia,,1.0,39.9524023,-75.1461989,Cafe Couleur,19106,9.0,5.0,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,101 S 52nd St,"{'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'DriveThru': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'RestaurantsTableService': 'False'}",kSglWloGVOI5evbnx8ub5w,"Fast Food, Food, Burgers, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,39.958068337,-75.2250515272,McDonald's,19139,26.0,1.5,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',u'none',False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,False,u'loud',u'casual',True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",False,,,True,,,,,,,,,,,,,
708,1700 North Broad St,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'None', 'OutdoorSeating': 'False'}",Px-U9DtzGY3sU6YvAt428Q,"Bookstores, Books, Mags, Music & Video, Food, Shopping, Coffee & Tea, Fashion",Philadelphia,"{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-17:0', 'Saturday': '11:0-17:0'}",1.0,39.9789067536,-75.1581338249,Barnes & Noble @ Temple University Law School,19121,5.0,2.0,PA,,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,None,,'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
709,839 N Broad St,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'DriveThru': 'None'}",IKOtPpMJTtvEkDXMSc_wjQ,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '4:30-19:0', 'Tuesday': '4:30-19:0', 'Wednesday': '4:30-19:0', 'Thursday': '4:30-19:0', 'Friday': '4:30-19:0', 'Saturday': '4:30-19:0', 'Sunday': '4:30-19:0'}",1.0,39.9693781,-75.1594526,Dunkin',19123,7.0,3.5,PA,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
710,132 S 45th St,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'WiFi': ""'free'"", 'ByAppointmentOnly': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}""}",1F_lKVOdC8UN-5UOQ-FSGA,"Food, Hookah Bars, Shopping, Coffee & Tea, Nightlife, Head Shops, Lounges, Bars",Philadelphia,"{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '16:0-0:0'}",1.0,39.9558075,-75.2117666,Luxor Cafe & Hookah Lounge,19104,29.0,4.5,PA,,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,2,,False,'free',u'none',,True,"{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}",,True,u'average',,True,,,,,,,,,,,,"{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}",,,,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",
711,1707 Arch St,"{'BusinessParking': ""{'valet': False, 'garage': False, 'street': True, 'lot': False, 'validated': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'Caters': 'True'}",RXwaoArqhi_-JnZh5MH_ow,"Restaurants, Sandwiches, Coffee & Tea, Convenience Stores, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,39.9553252,-75.1683325,Wawa,19103,49.0,3.0,PA,True,,True,"{'valet': False, 'garage': False, 'street': True, 'lot': False, 'validated': False}",True,1,True,,u'free',,True,,,,,,,,,,,,,,,,,,,,,,,,,
712,7104 Ridge Ave,"{'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DriveThru': 'None', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True'}",NxFuPjGPqM0X1RK4kOzdtg,"Food, Coffee & Tea, Donuts",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,40.0443328,-75.2306089,Dunkin',19128,26.0,2.0,PA,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,1,True,,u'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
713,842 Red Lion Rd,"{'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'DriveThru': 'None', 'RestaurantsDelivery': 'True'}",Em5rXI3amBD5Ekvmy0qZUA,"Food, Coffee & Tea, Donuts",Philadelphia,"{'Monday': '4:30-22:0', 'Tuesday': '4:30-22:0', 'Wednesday': '4:30-22:0', 'Thursday': '4:30-22:0', 'Friday': '4:30-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-21:0'}",1.0,40.103121,-75.030183,Dunkin',19115,12.0,2.5,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,'free',,False,,,,,,,,,,,,None,,,,,,,,,,,,,
714,715 S 52nd St,"{'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}",Adg_va1mRvZZN9_yaLZn6Q,"Food, Grocery, Convenience Stores, Coffee & Tea",Philadelphia,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-15:0'}",0.0,39.9483809,-75.227033,Rift Valley Grocery Store,19143,6.0,4.5,PA,,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,
